"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"7","2,001 - 10,000 inhab.","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1842,,
"7","2,001 - 10,000 inhab.","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1725,,
"ITF3","Campania","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",553,,
"ITF3","Campania","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",557,,
"ITG2","Sardegna","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",59.9,,
"ITG2","Sardegna","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",66.1,,
"ITC4","Lombardia","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",430,,
"ITC4","Lombardia","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",405,,
"ITF6","Calabria","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",29,,
"ITF6","Calabria","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",35,,
"ITCD","Nord","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.1,,
"ITCD","Nord","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.1,,
"8","10,001 - 50,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",699,,
"8","10,001 - 50,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",695,,
"IT","Italy","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",74.6,,
"IT","Italy","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",75.5,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",49.5,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",53.7,,
"ITF","Sud","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16.5,,
"ITF","Sud","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",17.3,,
"ITF5","Basilicata","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",41,,
"ITF5","Basilicata","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",46,,
"ITF1","Abruzzo","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",161,,
"ITF1","Abruzzo","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",167,,
"ITE","Centro (I)","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",76.5,,
"ITE","Centro (I)","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",75.6,,
"ITE1","Toscana","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",220,,
"ITE1","Toscana","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",215,,
"ITFG","Mezzogiorno","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",3236,,
"ITFG","Mezzogiorno","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",3197,,
"9","50,001 inhab. and over","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",495,,
"9","50,001 inhab. and over","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",506,,
"ITC3","Liguria","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",124,,
"ITC3","Liguria","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",126,,
"7","2,001 - 10,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.2,,
"7","2,001 - 10,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",15.5,,
"ITF1","Abruzzo","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",17.6,,
"ITF1","Abruzzo","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",17.1,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",35.6,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",36.4,,
"ITE1","Toscana","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",76.9,,
"ITE1","Toscana","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",76.7,,
"6","until 2,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",14.2,,
"6","until 2,000 inhab.","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",14.7,,
"ITF3","Campania","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",18.7,,
"ITF3","Campania","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",19.3,,
"ITF2","Molise","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",45,,
"ITF2","Molise","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",45,,
"ITD5","Emilia-Romagna","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",93,,
"ITD5","Emilia-Romagna","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",87,,
"ITFG","Mezzogiorno","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.5,,
"ITFG","Mezzogiorno","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.5,,
"IT","Italy","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",3272,,
"IT","Italy","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",3313,,
"ITG1","Sicilia","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",30.1,,
"ITG1","Sicilia","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",31.1,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",130,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",165,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",6,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",41.4,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",40.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",40.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",38.2,,
"ITE","Centro (I)","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",18.9,,
"ITE","Centro (I)","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",20.1,,
"ITE2","Umbria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",76,,
"ITE2","Umbria","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",69,,
"ITE4","Lazio","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",596,,
"ITE4","Lazio","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",593,,
"ITC","Nord-ovest","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",3.9,,
"ITC","Nord-ovest","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",3.8,,
"ITE1","Toscana","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",573,,
"ITE1","Toscana","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",574,,
"ITE1","Toscana","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",34.8,,
"ITE1","Toscana","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",34.9,,
"ITD3","Veneto","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",723,,
"ITD3","Veneto","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",733,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",41.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",44.3,,
"ITE3","Marche","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",80,,
"ITE3","Marche","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",81,,
"ITG1","Sicilia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",88,,
"ITG1","Sicilia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",85,,
"ITG1","Sicilia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.4,,
"ITG1","Sicilia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.2,,
"ITE3","Marche","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",40,,
"ITE3","Marche","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",45,,
"ITD3","Veneto","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",88,,
"ITD3","Veneto","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",87,,
"ITG1","Sicilia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",375,,
"ITG1","Sicilia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",351,,
"ITE2","Umbria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.3,,
"ITE2","Umbria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.5,,
"ITC3","Liguria","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",40.9,,
"ITC3","Liguria","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",42.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",22,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",19,,
"2","metropolitan area - centre","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",50.4,,
"2","metropolitan area - centre","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",53.1,,
"ITE4","Lazio","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.4,,
"ITE4","Lazio","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.2,,
"ITFG","Mezzogiorno","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",7,,
"ITFG","Mezzogiorno","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",6.6,,
"ITE1","Toscana","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",92,,
"ITE1","Toscana","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",103,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",14.1,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",15.1,,
"ITE","Centro (I)","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1840,,
"ITE","Centro (I)","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1854,,
"ITF2","Molise","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"ITF2","Molise","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",34.4,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",35.1,,
"ITF6","Calabria","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",99,,
"ITF6","Calabria","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",101,,
"ITE4","Lazio","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",33.9,,
"ITE4","Lazio","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",38.4,,
"ITF4","Puglia","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",421,,
"ITF4","Puglia","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",439,,
"ITCD","Nord","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",2816,,
"ITCD","Nord","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",2762,,
"3","metropolitan area - suburbs","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",202,,
"3","metropolitan area - suburbs","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",217,,
"ITG","Isole","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",309,,
"ITG","Isole","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",332,,
"ITF1","Abruzzo","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",63,,
"ITF1","Abruzzo","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",64,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",721,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",683,,
"7","2,001 - 10,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",73.4,,
"7","2,001 - 10,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",74,,
